,Disagreement|x,Disagreement|y,Disagreement|y_std
0,192,0.14735493318689363,0.007399371382539894
1,384,0.14332784184514002,0.012064621675477992
2,768,0.11605345048508146,0.00834433192022074
3,1536,0.12209408749771189,0.0022117968101033423
4,3072,0.11751784733662823,0.007489391376708326
