,Disagreement|x,Disagreement|y,Disagreement|y_std
0,1,0.04666666666666667,0.0060184900284225955
1,2,0.051666666666666666,0.005557777333511024
2,4,0.043333333333333335,0.010077477638553984
3,8,0.04666666666666667,0.009285592184789413
4,16,0.044000000000000004,0.008485281374238571
5,32,0.044000000000000004,0.008485281374238571
