,Disagreement|x,Disagreement|y,Disagreement|y_std
0,1,0.10147659440779139,0.008886041862224916
1,2,0.09456487590323594,0.0034701102787267537
2,4,0.08890983349041785,0.0027025841241101562
3,8,0.0901665095821552,0.005459675525285192
4,16,0.09079484762802388,0.005123941699748694
5,32,0.09079484762802388,0.005123941699748694
