,Disagreement|x,Disagreement|y,Disagreement|y_std
0,192,0.14296174263225334,0.019504878279293404
1,384,0.14058209774848984,0.01652928824084834
2,768,0.13545670876807617,0.009969063740940951
3,1536,0.14076514735493317,0.011022565782408645
