,Disagreement|x,Disagreement|y,Disagreement|y_std
0,1,0.16651046547953763,0.01580027318513189
1,2,0.15870040612308653,0.011912324876562087
2,4,0.15089034676663546,0.015532399743400262
3,8,0.1443298969072165,0.013538237225879697
4,16,0.1443298969072165,0.014295609107963198
5,32,0.1443298969072165,0.014295609107963198
