,Disagreement|x,Disagreement|y,Disagreement|y_std
0,192,0.14089347079037803,0.0015929458024344834
1,384,0.1415182755388941,0.005017925149706028
2,768,0.13058419243986255,0.006508174525460684
3,1536,0.13402061855670103,0.010520123861594961
4,3072,0.1380818494220556,0.013695913912391739
