,Disagreement|x,Disagreement|y,Disagreement|y_std
0,1,0.047999999999999994,0.005715476066494081
1,2,0.055,0.003741657386773939
2,4,0.04133333333333333,0.0089566858950296
3,8,0.044333333333333336,0.008576453553512404
4,16,0.04066666666666666,0.006182412330330469
5,32,0.04066666666666666,0.006182412330330469
