,Disagreement|x,Disagreement|y,Disagreement|y_std
0,1,0.13618890719384955,0.009199950117612347
1,2,0.12044664103972176,0.008074956983383773
2,4,0.11861614497528832,0.005828915734245162
3,8,0.11715174812374153,0.00890381585723252
4,16,0.11605345048508146,0.00834433192022074
5,32,0.11605345048508146,0.00834433192022074
