,Disagreement|x,Disagreement|y,Disagreement|y_std
0,192,0.16713527022805375,0.0057434477697126595
1,384,0.15307716338644173,0.007703110281748178
2,768,0.1443298969072165,0.014295609107963198
3,1536,0.14495470165573257,0.0218770901593397
4,3072,0.15495157763199,0.004351261567380228
